Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR,Fraction of Chaperoned nAChR
0.158679004820397,26.4001139645852,19.2377873462492,0.0257251232163717,0.417040420480839
0.163948822067127,25.0608985848643,19.5334724873692,0.0244520084225546,0.404445546129456
0.169218639313857,23.807767376275,19.8062931862295,0.0232577112237811,0.392156152873823
0.174488456560588,22.6351371259454,20.0577407145546,0.0221374831705087,0.380186599341612
0.179758273807318,21.5377791146144,20.2892116731079,0.0210868332245625,0.368549124689868
0.185028091054049,20.5108016796344,20.5020126433238,0.0201015207486973,0.357254136364439
0.190297908300779,19.5496321797118,20.697365018164,0.0191775476647859,0.346309773609677
0.19556772554751,18.6499966475524,20.8764104415492,0.0183111470293354,0.335721818983035
0.20083754279424,17.8078993305022,21.0402162558841,0.0174987707607612,0.325494428143832
0.206107360040971,17.0196039652136,21.1897805007492,0.0167370780774995,0.315630317093069
0.211377177287701,16.2816169768426,21.3260364226568,0.0160229248131417,0.30613000111508
0.216646994534432,15.5906718995685,21.449856635124,0.0153533532543204,0.296991906170994
0.221916811781162,14.9437145999001,21.5620570302099,0.0147255821719614,0.288213754847059
0.227186629027892,14.3378894724305,21.6634004656267,0.0141369972649854,0.279792628035635
0.232456446274623,13.7705266780413,21.7546002225471,0.0135851421619476,0.271723181746679
0.237726263521353,13.2391300315766,21.8363232349875,0.0130677096012444,0.263997916148467
0.242996080768084,12.7413654103276,21.9091931017286,0.0125825327114109,0.256610377913267
0.248265898014814,12.2750502271124,21.9737928987319,0.0121275770412634,0.249555185764415
0.253535715261545,11.8381441921278,22.0306678135783,0.0117009333312936,0.242821822653335
0.258805532508275,11.4287395609708,22.0803276102139,0.011300810853678,0.236399915712887
0.264075349755006,11.0450522927205,22.1232489301885,0.0109255288624237,0.230281542142645
0.269345167001736,10.6854142376671,22.159877442844,0.0105735102692306,0.224458891294826
0.272991692479648,10.4498131867143,22.1817591645242,0.0103427647387473,0.22059507414399
0.275431678236289,10.2979354725723,22.1948949239645,0.0101939602296329,0.218083018128386
0.277871663992931,10.1505184448179,22.2068673033498,0.0100494833647641,0.215630664317447
0.280311649749572,10.0074259395501,22.2177127395159,0.00990920445135831,0.213234967916837
0.282751635506213,9.86852588099349,22.2274665379881,0.00977299755931731,0.210894337196528
0.285191621262854,9.73369002846654,22.2361629200916,0.00964074024736565,0.208609402002472
0.287631607019495,9.6027941926525,22.2438350615859,0.00951231381314535,0.206379405527233
0.290071592776136,9.47571814967792,22.2505151246487,0.00938760328585713,0.204201865471825
0.292511578532777,9.35234522253493,22.2562342870686,0.0092664969205758,0.202075667437891
0.294951564289418,9.23256218346978,22.2610227709134,0.00914888618467169,0.200000969045275
0.297460463310527,9.11302412692202,22.265006849319,0.00903148817283132,0.197919987931218
0.299969362331637,8.99705032882817,22.2680687657722,0.00891756406394222,0.195889929016107
0.302478261352746,8.88452883628121,22.2702384088528,0.00880700622772547,0.193910578631976
0.304987160373855,8.77535121062146,22.2715447260175,0.00869971035176022,0.191981799312242
0.307496059394964,8.66941271853637,22.2720157539163,0.00859557561042171,0.190100482860715
0.310004958416073,8.56661172204609,22.2716786471285,0.00849450406628393,0.188265575373952
0.312513857437182,8.46684959082478,22.2705597048926,0.00839640058448663,0.186477955196247
0.315022756458291,8.37003104441419,22.2686843980396,0.00830117320589768,0.18473600245853
0.3175316554794,8.27606392162505,22.2660773960689,0.00820873294900955,0.183036890502558
0.320040554500509,8.18485862344063,22.2627625919049,0.00811899317772659,0.181381231711523
0.322549453521618,8.09632844501314,22.2587631256669,0.00803187003415577,0.17976886850154
0.325058352542727,8.01038963312044,22.2541014089356,0.00794728247182006,0.178197389712315
0.327567251563836,7.92696104328433,22.2487991484005,0.0078651518971042,0.176664673715916
0.330076150584945,7.84596380098727,22.2428773672732,0.00778540186204776,0.175171476341605
0.332585049606054,7.76732161152202,22.2363564261466,0.00770795837355575,0.173717552388702
0.335093948627163,7.69096078149161,22.2292560444813,0.00763274994107463,0.172300635513717
0.337602847648273,7.61680988237722,22.2215953214091,0.00755970721317985,0.170919023444215
0.340111746669382,7.54479954630566,22.2133927547283,0.00748876280178068,0.169572910372228
0.342620645690491,7.47486253973011,22.2046662589145,0.00741985133734312,0.168262977402757
0.3451295447116,7.40693412144599,22.1954331843861,0.00735290988361724,0.166986089632584
0.346799611231021,7.36279958072731,22.1890145846338,0.00730941178132244,0.166153502726307
0.348469677750443,7.31950898155243,22.1823838026239,0.00726674175775305,0.165335620537884
0.350139744269864,7.27704463970773,22.175545562955,0.00722488259600721,0.1645321097108
0.351809810789286,7.23538927676194,22.1685044901636,0.00718381746909257,0.163742323581187
0.353479877308707,7.19452593982045,22.161265111152,0.00714352985940937,0.16296601369992
0.355149943828129,7.15443801925098,22.1538318574377,0.00710400357824563,0.162203068436183
0.35682001034755,7.11510926725946,22.1462090671833,0.0070652227855464,0.161453251326336
0.362869626006513,6.97875507492627,22.1170753762958,0.00693074504470668,0.158843269490295
0.366448324675186,6.9023917346563,22.0987748179312,0.00685541676127041,0.157374260571272
0.370027023343859,6.82904970779861,22.0797279818809,0.00678305814484881,0.155958674331605
0.373605722012532,6.75859503548346,22.0599706233789,0.00671353830159937,0.154594412020182
0.377184420681205,6.6908997040281,22.0395369100541,0.00664673208405339,0.153279335329713
0.380763119349878,6.62584142197204,22.0184594709086,0.0065825198763961,0.15201166333732
0.384341818018552,6.5633033936247,21.9967694671667,0.00652078738455287,0.150789585886015
0.387920516687225,6.50317403184063,21.9744966702281,0.00646142536243025,0.149611218840417
0.394066603170962,6.40522181258257,21.9349669003424,0.00636470811189515,0.147684672380536
0.4002126896547,6.31355327703545,21.893937057266,0.00627417844798196,0.145873828709761
0.406358776138437,6.22769875565892,21.8515323622756,0.00618937578402999,0.144170900552425
0.412504862622175,6.14722399149082,21.8078685610187,0.00610987399863716,0.142568591669539
0.418650949105912,6.07172729406493,21.7630526869787,0.00603527870107869,0.141059989305659
0.424797035589649,6.00083709736297,21.7171837119534,0.00596522488194591,0.139638644277879
0.430943122073387,5.93420976900746,21.6703531321639,0.00589937480360038,0.138298547397428
0.440384434505688,5.83944062788104,21.5967336967806,0.00580569650683947,0.136385353435187
0.449825746937988,5.75294185307885,21.5213210885886,0.00572017830691236,0.134631824623962
0.459267059370289,5.67378892346006,21.4443610420241,0.00564191022668097,0.133021139936923
0.46870837180259,5.60116153145719,21.3660714045996,0.00557008418450054,0.13153810965021
0.478149684234891,5.53433132212816,21.2866454157578,0.00550398252035326,0.130169092999766
0.487590996667192,5.47265204207067,21.2062543417813,0.00544296816489384,0.128901913856233
0.497032309099493,5.41555069252,21.1250498458603,0.00538647602626853,0.127725644338837
0.506473621531794,5.36251928053051,21.0431661955027,0.00533400495237995,0.126630493951157
0.515914933964094,5.31310733190274,20.9607222651548,0.00528511039591885,0.125607744348381
0.525356246396395,5.26691530001323,20.8778233014443,0.00523939795866105,0.124649607400596
0.534797558828696,5.22358879648584,20.7945624679318,0.00519651773125246,0.123749115341273
0.544238871260997,5.18281349962462,20.7110222072615,0.00515615929306612,0.122900065961282
0.553680183693298,5.14431063338853,20.6272754516862,0.0051180472705626,0.122096936019428
0.563121496125599,5.10783294463723,20.5433867004758,0.00508193738247469,0.121334792907141
0.57942556571549,5.04897813318495,20.3983498734183,0.00502367090055172,0.120102533974171
0.595729635305381,4.99455557067939,20.253306154902,0.00496978696854668,0.11896031286039
0.612033704895272,4.94378739435712,20.1084551948364,0.00491951611584543,0.117892222185042
0.628337774485163,4.89604025632549,19.9639580000845,0.00487223267623103,0.116885528565159
0.644641844075054,4.85079434094985,19.8199452400211,0.00482742217338297,0.115929704271571
0.660945913664946,4.80762527218706,19.67652209701,0.00478466510193741,0.115015839953149
0.677249983254837,4.76618998376837,19.5337720315736,0.0047436221434194,0.114137042756782
0.693554052844728,4.72621133932986,19.3917609103355,0.00470401898371461,0.113287759385479
0.709858122434619,4.68746361957734,19.2505409054542,0.00466563231692416,0.112462976378384
0.72616219202451,4.6497619278624,19.1101533054413,0.00462827922156753,0.111658971753812
0.742466261614401,4.61295533838045,18.9706303544341,0.00459181037328033,0.110872996370088
0.758770331204293,4.57692139733953,18.8319967532786,0.00455610460232069,0.11010207769833
0.775074400794184,4.54156057310555,18.6942711144498,0.0045210633998365,0.1093440603982
0.791378470384075,4.50679147185766,18.5574672325203,0.00448660621763666,0.108597897038591
0.807682539973966,4.4725474886372,18.4215950290297,0.00445266716362807,0.107861766073505
0.823986609563857,4.43877413789976,18.2866612381171,0.00441919233532083,0.10713409274533
0.840290679153748,4.40542679091273,18.1526699738264,0.00438613756877036,0.106414934430514
0.852258661836064,4.38119795025544,18.0549149430916,0.00436211994794247,0.105891702642541
0.860989593961826,4.36364775356526,17.9839215192976,0.00434472203221462,0.105512189890858
0.869720526087588,4.34619854300148,17.9131990292892,0.00432742362939746,0.105134646700457
0.878451458213349,4.32884658187945,17.8427473045887,0.00431022104535237,0.10475885146909
0.893624235199879,4.29891347903541,17.7209582934541,0.0042805442407638,0.104109859047842
0.908797012186408,4.26924846589858,17.5999842253634,0.00425113149767918,0.103465750116641
0.923969789172937,4.23983857281482,17.479822516067,0.00422197000042963,0.102826261507687
0.939142566159467,4.21067287896054,17.3604700733056,0.00419304896148454,0.102191198875459
0.954315343145996,4.18174212803815,17.2419234010878,0.00416435924202493,0.10156036677368
0.977854999496729,4.13730530397408,17.0595909284631,0.0041202894264475,0.100589699790481
1,4.09597902637943,16.8898092535309,0.00407930097549915,0.0996850977718023
1,4.09597902637943,16.8898092535309,0.00407930097549915,0.0996850977718023
1.00000024051932,4.0963537879981,16.8898074189478,0.00407930584832014,0.0996850928644038
1.00000048103863,4.09672854752303,16.8898055846434,0.00407931596076156,0.0996850928261239
1.00000097905558,4.09750451499312,16.889801787347,0.00407935158172395,0.0996851066524286
1.00000147707254,4.09828047456468,16.8897979911126,0.0040794063949583,0.0996851390041801
1.00000197508949,4.09905642563179,16.8897941960287,0.00407948149779857,0.0996851914047702
1.00000294402625,4.10056608329772,16.8897868157598,0.00407968491005787,0.0996853526307486
1.00000496627739,4.10371675941965,16.8897714270785,0.00408033461683614,0.0996859412979786
1.00000698852854,4.10686729693203,16.8897560580676,0.00408126624061956,0.0996868697670268
1.00000901077969,4.11001769892545,16.8897407087441,0.00408244952360354,0.099688136722566
1.00001119840137,4.11342557687148,16.8897241263956,0.00408398491531128,0.0996898868746788
1.00001338602306,4.11683330283074,16.8897075670935,0.00408575219308371,0.099692029434553
1.00001557364475,4.12024088014735,16.889691030838,0.00408772015113241,0.0996945621613616
1.00001776126644,4.12364831166385,16.8896745176281,0.00408986259092336,0.0996974828638299
1.00001994888813,4.12705559979545,16.8896580274626,0.00409215753927149,0.0997007894081596
1.00002213650981,4.13046274664052,16.8896415603404,0.00409458615592002,0.0997044796941563
1.00002562581375,4.1358969316762,16.889615342611,0.00409869693345807,0.0997111547956589
1.00002911511769,4.14133076844493,16.8895891834992,0.00410304993474328,0.0997187924756746
1.00003260442163,4.14676426244958,16.889563083001,0.00410759861948624,0.0997273843958495
1.00003609372556,4.15219741823064,16.8895370411126,0.00411230599802959,0.0997369222885068
1.00004266230819,4.16242437968435,16.8894881764991,0.00412149512531831,0.0997574150969269
1.00004923089081,4.17265017640064,16.889439519546,0.00413099265928404,0.0997811771687712
1.00005579947343,4.18287482354295,16.8893910702283,0.00414070112271917,0.0998081552956287
1.00006236805605,4.19309833319027,16.8893428285211,0.00415055305343206,0.0998382970888787
1.00006893663868,4.20332071539946,16.8892947943999,0.00416050039452102,0.0998715509676096
1.0000755052213,4.21354197863588,16.8892469678403,0.004170510200683,0.0999078661476304
1.00008207380392,4.22376213013667,16.889199348818,0.00418056101720001,0.0999471926295174
1.00009310812455,4.24092810230765,16.8891198224515,0.00419749992200837,0.100019898320291
1.00010414244517,4.25809098238312,16.8890408815615,0.00421447701529286,0.100100734566935
1.0001151767658,4.27525079480998,16.8889625260354,0.00423147473257557,0.100189478723089
1.00012621108643,4.29240756278334,16.8888847557615,0.00424848225064539,0.100285913887805
1.00013724540705,4.3095613086859,16.8888075706286,0.00426549125355004,0.10038982874752
1.00014827972768,4.32671205392807,16.8887309705265,0.00428249766420998,0.100501017443837
1.00016620527965,4.3545675587764,16.8886077784823,0.00431011785841902,0.10069663843418
1.00018413083161,4.38241528332403,16.8884861296311,0.00433773091379444,0.100910097473696
1.00020205638358,4.41025530883285,16.8883660235116,0.00436533765625315,0.101140598538824
1.00021998193555,4.43808771349505,16.8882474596669,0.00439293618778882,0.101387378855729
1.00023790748751,4.46591257228291,16.8881304376445,0.00442052483009493,0.101649707465898
1.00026987447154,4.51551467458963,16.8879255750613,0.00446970096657068,0.102153963522555
1.00030184145556,4.56509338670896,16.8877256118901,0.00451884807646435,0.102701738575783
1.00033380843959,4.6146490670292,16.8875305456508,0.00456796725997763,0.103289541165406
1.00036577542361,4.66418204723095,16.8873403738988,0.0046170591485399,0.103914146002216
1.0004151200508,4.74059789717402,16.8870564256174,0.00469278492569799,0.104943745509327
1.00046446467799,4.81696141189615,16.8867841251439,0.00476844700157758,0.106044046799379
1.00051380930518,4.89327351106449,16.8865234638842,0.00484404629856884,0.107206175765668
1.00056315393237,4.96953500723084,16.8862744333864,0.00491958374034076,0.108422323938154
1.00064960967079,5.10303140571267,16.8858661279042,0.00505178454635556,0.110662785625953
1.0007360654092,5.23637799621298,16.8854934567229,0.00518380138436659,0.113016362904066
1.00082252114761,5.36957749803197,16.8851563765859,0.0053156371746831,0.115457484586425
1.00090897688603,5.50263214935456,16.8848548448844,0.00544729432733108,0.117965366012489
1.00099543262444,5.63554379930318,16.8845888195398,0.00557877487233747,0.120523092987755
1.00108188836285,5.76831397147,16.8843582589225,0.00571008051019597,0.123116989549261
1.00116834410127,5.90094391953905,16.8841631217809,0.00584121265329953,0.125736064467463
1.00125479983968,6.0334346784319,16.8840033671761,0.00597217248386652,0.128371502284623
1.00134125557809,6.16578710778753,16.8838789544258,0.00610296100453792,0.131016230626806
1.00142771131651,6.29800192634923,16.8837898430609,0.00623357907267773,0.133664577994746
1.00151416705492,6.4300797387387,16.8837359927921,0.00636402742648047,0.136312007306672
1.00160062279334,6.56202105687727,16.8837173634826,0.00649430670761345,0.138954902708535
1.00168707853175,6.69382631758511,16.8837339151261,0.00662441747995002,0.14159039442093
1.00181977289408,6.89586041001517,16.8838276634961,0.00682378798969441,0.145615925354607
1.00195246725642,7.09757601798514,16.8840040493658,0.00702276430505187,0.149612679954972
1.00208516161876,7.29897408564203,16.8842629293913,0.00722134780328059,0.15357658534344
1.00221785598109,7.50005542271169,16.8846041606032,0.00741953972081073,0.157504898792271
1.00235055034343,7.70082074589312,16.8850276003556,0.00761734119615511,0.161395795712044
1.00248324470576,7.90127069875796,16.8855331063023,0.00781475329045897,0.165248171553844
1.0026159390681,8.10140586815556,16.8861205363778,0.00801177700441101,0.1690614784956
1.00284737942966,8.44972217825413,16.8873407408012,0.00835449153309316,0.175618605667003
1.00320516851866,8.98631767141894,16.8897149322583,0.00888199398576492,0.185522709684877
1.00345980158753,9.36682236430423,16.8917641455538,0.00925571070395815,0.192402199270723
